facid,facname,fac_type_code,city,county_name,capacity,latitude,longitude,zip,license_status_description
630019245,"YOUR HOMECARE SERVICE, INC.",HHA,PASADENA,LOS ANGELES,0,34.172991,-118.1324745,91104,ACTIVE
630019246,AEVUM HOME HEALTH,HHA,SAN LUIS OBISPO,SAN LUIS OBISPO,0,35.28325999,-120.655941,93401,ACTIVE
630019248,REAL ASSURANCE HOSPICE CARE,HOSPICE,TORRANCE,LOS ANGELES,0,33.836994,-118.3100085,90501,ACTIVE
630019251,"GOLDEN AGE HOSPICE CARE, INC.",HOSPICE,WOODLAND HILLS,LOS ANGELES,0,34.166358,-118.606131,91364,ACTIVE
630019253,"EZRA HOSPICE, INC.",HOSPICE,VAN NUYS,LOS ANGELES,0,34.1973,-118.48437,91406,ACTIVE
630019254,CENTRAL VALLEY HOME HEALTH AND PALLIATIVE CARE,HHA,BAKERSFIELD,KERN,0,35.37551201,-119.019685,93301,ACTIVE
630019255,BRAND HOME HEALTH CARE INC,HHA,GLENDALE,LOS ANGELES,0,34.14935801,-118.25344,91206,ACTIVE
630019257,WELLSPACE HEALTH FLORIN COMMUNITY HEALTH CENTER,COMTYC,SACRAMENTO,SACRAMENTO,0,38.49678,-121.4582625,95823,ACTIVE
630019258,"HEART OF HOPE HOME HEALTHCARE, INC.",HHA,STUDIO CITY,LOS ANGELES,0,34.152543,-118.3693455,91602,ACTIVE
630019259,COASTAL HEALTH ALLIANCE,COMTYC,POINT REYES STATION,MARIN,0,38.067813,-122.807034,94956,
630019260,"CG ESTEPA CARE HOME 2, INC",ICFDDN,RANCHO CORDOVA,SACRAMENTO,6,38.571363,-121.202163,95742,ACTIVE
630019261,"ALTAMED MEDICAL GROUP - WESTLAKE, 3RD STREET",COMTYC,LOS ANGELES,LOS ANGELES,0,34.062435,-118.2735675,90057,ACTIVE
630019262,GOOD FAITH HOSPICE,HOSPICE,BURBANK,LOS ANGELES,0,34.17102,-118.314441,91502,ACTIVE
630019263,PLANNED PARENTHOOD MAR MONTE - MOUNTAIN VIEW HEALTH CENTER,COMTYC,MOUNTAIN VIEW,SANTA CLARA,0,37.403532,-122.1061635,94040,ACTIVE
630019266,LULY HOME HEALTH INC.,HHA,FOUNTAIN VALLEY,ORANGE,0,33.72913716,-117.924068,92708,ACTIVE
630019269,OUTPATIENT SERVICES - PERITONEAL DIALYSIS AT KAISER MORENO VALLEY CAPD,ESRD,MORENO VALLEY,RIVERSIDE,0,33.89556288,-117.189743,92555,ACTIVE
630019270,GRACEFUL HOSPICE CARE INC,HOSPICE,GLENDORA,LOS ANGELES,0,34.12859693,-117.8755695,91740,ACTIVE
630019271,GENTIVA,HOSPICE,VISTA,SAN DIEGO,0,33.190578,-117.252891,92081,ACTIVE
630019272,ST. MARKOSS HOSPICE INC,HOSPICE,VALLEY VILLAGE,LOS ANGELES,0,34.166961,-118.3967055,91607,ACTIVE
630019273,"HARMONY HOME HEALTH CARE, INC",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.186446,-118.40454,91606,ACTIVE
630019274,"SERENITY NURSING SERVICES, INC.",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.186842,-118.3897845,91606,ACTIVE
630019275,"LA VERA HOSPICE, INC.",HOSPICE,NORTH HOLLYWOOD,LOS ANGELES,0,34.171983,-118.364004,91601,ACTIVE
630019276,FRESNO AMERICAN INDIAN HEALTH PROJECT,COMTYC,FRESNO,FRESNO,0,36.807849,-119.7590625,93710,ACTIVE
630019277,DIGNITONIC HOME CARE LLC,HHA,BURBANK,LOS ANGELES,0,34.15958,-118.330265,91505,ACTIVE
630019278,"ON CALL HOSPICE CARE, INC.",HOSPICE,WOODLAND HILLS,LOS ANGELES,0,34.166358,-118.606131,91364,ACTIVE
630019280,VIA CARE COMMUNITY HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.021467,-118.1612565,90022,ACTIVE
630019281,VIA CARE COMMUNITY HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.0326442,-118.1531206,90022,ACTIVE
630019282,HEALTHCARE CALIFORNIA HOSPICE,HOSPICE,FRESNO,FRESNO,0,36.82893779,-119.7814442,93710,ACTIVE
630019283,"LA HOSPICE CENTER, INC.",HOSPICE,TOLUCA LAKE,LOS ANGELES,0,34.152435,-118.352952,91602,ACTIVE
630019284,ALTAMED MEDICAL AND DENTAL GROUP - ANAHEIM,COMTYC,ANAHEIM,ORANGE,0,33.85292436,-117.9199755,92801,ACTIVE
630019285,ALTAMED URGENT CARE - ANAHEIM,COMTYC,ANAHEIM,ORANGE,0,33.85292436,-117.9199755,92801,ACTIVE
630019286,SEQUOIA FAMILY MEDICAL CENTER,RHC/MD,LINDSAY,TULARE,0,36.20435281,-119.1051075,93247,
630019287,"ADVANCED HOME HEALTH, INC.",HHA,YUBA CITY,SUTTER,0,39.153123,-121.61889,95991,ACTIVE
630019288,ADVANCED HOSPICE,HOSPICE,YUBA CITY,SUTTER,0,39.15315602,-121.618865,95991,ACTIVE
630019289,"MEDSTAR HOME HEALTH, INC.",HHA,TORRANCE,LOS ANGELES,0,33.83619901,-118.309832,90501,ACTIVE
630019290,MADISON MIDDLE SCHOOL,COMTYC,OCEANSIDE,SAN DIEGO,0,33.174702,-117.258606,92056,ACTIVE
630019291,VIA CARE COMMUNITY HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.02735027,-118.1564106,90022,ACTIVE
630019292,BUENA PARK HIGH SCHOOL (VCC: COMMUNITY SMILES ORANGE COUNTY),COMTYC,BUENA PARK,ORANGE,0,33.864021,-117.9769185,90621,ACTIVE
630019293,MOGO URGENT CARE,COMTYC,MONTEREY,MONTEREY,0,36.600687,-121.868757,93940,ACTIVE
630019294,MISSION ELEMENTARY SCHOOL,COMTYC,OCEANSIDE,SAN DIEGO,0,33.20573756,-117.3629609,92058,ACTIVE
630019295,"MOUNT ZION HOSPICE CARE, INC",HOSPICE,BURBANK,LOS ANGELES,0,34.15357202,-118.344431,91505,ACTIVE
630019296,BRIGHTSTAR CARE OF CARMEL VALLEY & RANCHO SANTA FE,HHA,SAN DIEGO,SAN DIEGO,0,32.898852,-117.1178325,92126,ACTIVE
630019297,BRIGHTSTAR CARE OF CARLSBAD,HHA,CARLSBAD,SAN DIEGO,0,33.133689,-117.280755,92008,ACTIVE
630019299,GOLDEN TOUCH HOMECARE INC.,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630019300,COMPASSIONATE CARE HOSPICE,HOSPICE,CHINO,SAN BERNARDINO,0,34.003755,-117.7206795,91710,ACTIVE
630019301,LEKAR HOME HEALTH CARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.193439,-118.448343,91405,ACTIVE
630019302,ANGELS HOME CARE PROVIDERS,HHA,MORENO VALLEY,RIVERSIDE,0,33.917718,-117.2197128,92553,ACTIVE
630019304,UNIVERSAL HUNTINGTON PARK DIALYSIS,ESRD/CDC,VERNON,LOS ANGELES,25,33.98889,-118.240156,90058,ACTIVE
630019305,"FAMILY FIRST HOME HEALTHCARE, INC.",HHA,PARAMOUNT,LOS ANGELES,0,33.894234,-118.1604915,90723,ACTIVE
630019306,SANTA ROSA HOSPICE,HOSPICE,ALHAMBRA,LOS ANGELES,0,34.06752176,-118.1490372,91803,ACTIVE
630019307,"BELL HOME CARE, INC.",HHA,WILDOMAR,RIVERSIDE,0,33.593661,-117.2449305,92595,ACTIVE
630019308,"HEALTH GIVERS HOMEHEALTH, INC.",HHA,NORTHRIDGE,LOS ANGELES,0,34.234506,-118.536471,91324,ACTIVE
630019309,COMPLETE CARE COMMUNITY HEALTH CENTER - HUNTINGTON PARK,COMTYC,HUNTINGTON PARK,LOS ANGELES,0,33.971526,-118.2099195,90255,
630019310,BELLA MEDICAL GROUP,COMTYC,LA PUENTE,LOS ANGELES,0,34.03760606,-117.9497882,91744,ACTIVE
630019311,VISTA CENTER FOR THE BLIND AND VISUALLY IMPAIRED,COMTYC,SAN JOSE,SANTA CLARA,0,37.325682,-121.9340925,95128,ACTIVE
630019312,BEVERLYCARE,COMTYC,PICO RIVERA,LOS ANGELES,0,34.00170739,-118.0850576,90660,
630019313,PLANNED PARENTHOOD - CORONA,COMTYC,CORONA,RIVERSIDE,0,33.848586,-117.5356935,92881,ACTIVE
630019314,"CARE SOLUTION HOSPICE, INC.",HOSPICE,NORTHRIDGE,LOS ANGELES,0,34.234506,-118.536471,91324,ACTIVE
630019315,"RED LINE HOSPICE, INC",HOSPICE,VAN NUYS,LOS ANGELES,0,34.186356,-118.4328315,91401,ACTIVE
630019316,AMERICAN INDIAN HUMAN SERVICES (NAHC),COMTYC,OAKLAND,ALAMEDA,0,37.778085,-122.2262865,94601,ACTIVE
630019317,COMFORT AID HOSPICE CARE CORPORATION,HOSPICE,MISSION HILLS,LOS ANGELES,0,34.25571,-118.4670315,91345,ACTIVE
630019318,LA BEST HOSPICE CARE,HOSPICE,VAN NUYS,LOS ANGELES,0,34.186356,-118.4328315,91401,ACTIVE
630019319,"LA VIDA HOME HEALTH, INC.",HHA,BURBANK,LOS ANGELES,0,34.182432,-118.3064985,91502,ACTIVE
630019322,"TOP TIER HOME HEALTH CARE, INC.",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.154046,-118.3683195,91602,ACTIVE
630019323,NORTHEAST COMMUNITY CLINIC,COMTYC,LOS ANGELES,LOS ANGELES,0,34.036452,-118.265346,90015,ACTIVE
630019324,LAGUNA ADULT DAY HEALTH CENTER,ADHC,LAGUNA HILLS,ORANGE,0,33.620409,-117.7329375,92653,ACTIVE
630019325,SOUTHLAND HOSPICE INC,HOSPICE,PACOIMA,LOS ANGELES,0,34.265673,-118.401876,91331,ACTIVE
630019327,VALLEY SPRINGS HEALTH & WELLNESS CENTER,RHC,VALLEY SPRINGS,CALAVERAS,0,38.1686595,-120.842124,95252,
630019328,GRACE HOSPICE CARE,HOSPICE,MODESTO,STANISLAUS,0,37.689066,-121.0174965,95350,ACTIVE
630019329,GRACE HOME HEALTH,HHA,MODESTO,STANISLAUS,0,37.689066,-121.0174965,95350,ACTIVE
630019330,AMERICA'S BEST CARE,HHA,CANOGA PARK,LOS ANGELES,0,34.232706,-118.588725,91304,ACTIVE
630019332,ST. ANGEL HOSPICE,HOSPICE,GLENDALE,LOS ANGELES,0,34.15178144,-118.2551794,91203,ACTIVE
630019333,ZINNIA HOME HEALTH CARE INC,HHA,NORTHRIDGE,LOS ANGELES,0,34.22903802,-118.500686,91343,ACTIVE
630019334,NORTHEAST COMMUNITY CLINIC,COMTYC,LOS ANGELES,LOS ANGELES,0,34.036452,-118.265346,90015,ACTIVE
630019335,SHASTA FAMILY HEALTH CARE SERVICES,HHA,ANDERSON,SHASTA,0,40.451157,-122.292495,96007,ACTIVE
630019336,BROADWAY LASER SURGICAL INSTITUTE,ASC,GLENDALE,LOS ANGELES,0,34.146027,-118.241523,91205,
630019337,"CARING SOULS HOSPICE, INC.",HOSPICE,VAN NUYS,LOS ANGELES,0,34.186977,-118.446021,91401,ACTIVE
630019338,"SUNSHINE LOVELY, INC.",CLHF,THOUSAND OAKS,VENTURA,6,34.196103,-118.8754065,91360,ACTIVE
630019341,"ACCENT HOME HEALTH, INC.",HHA,CANOGA PARK,LOS ANGELES,0,34.20072102,-118.590045,91303,ACTIVE
630019342,"WELLSTAR HOME HEALTH SERVICES, INC",HHA,VACAVILLE,SOLANO,0,38.355129,-121.987818,95688,ACTIVE
630019344,WHITE OAK HOSPICE,HOSPICE,ENCINO,LOS ANGELES,0,34.162074,-118.5158205,91316,ACTIVE
630019345,MODEVIE HOSPICE,HOSPICE,CONCORD,CONTRA COSTA,0,37.973619,-122.0203935,94519,ACTIVE
630019347,MELODIA HOSPICE,HOSPICE,FREMONT,ALAMEDA,0,37.508841,-121.9745475,94538,ACTIVE
630019348,"PACIFIC CARE II, INC.",CLHF,MODESTO,STANISLAUS,6,37.649088,-121.033431,95358,ACTIVE
630019349,"ECLIPSE HOSPICE CARE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.145289,-118.255455,91204,ACTIVE
630019350,ATLANTIC PCH DIALYSIS,ESRD/CDC,LONG BEACH,LOS ANGELES,20,33.78069,-118.1847555,90813,ACTIVE
630019351,PRIORITY CARE MEDICAL GROUP - EL MONTE,COMTYC,EL MONTE,LOS ANGELES,0,34.066917,-118.0427085,91733,ACTIVE
630019352,GALEA CENTER FOR ADVANCED SURGERY,ASC,NEWPORT BEACH,ORANGE,0,33.65654652,-117.8778839,92660,
630019353,SHASTA VALLEY COMMUNITY HEALTH CENTER,COMTYC,MT SHASTA,SISKIYOU,0,41.31720912,-122.3207339,96067,ACTIVE
630019354,"INSIGHT HOME HEALTH CARE, INC.",HHA,MISSION HILLS,LOS ANGELES,0,34.25767898,-118.471048,91345,ACTIVE
630019355,KURE HOME HEALTH,HHA,CLOVIS,FRESNO,0,36.806184,-119.695374,93612,ACTIVE
630019356,"MED CARE HOSPICE, INC",HOSPICE,NEWBURY PARK,VENTURA,0,34.17885,-118.9380825,91320,ACTIVE
630019357,GOLDEN STANDARDS HEALTHCARE INC,HHA,VAN NUYS,LOS ANGELES,0,34.185816,-118.4503365,91411,ACTIVE
630019358,"ACTIVATE CARE HOSPICE, INC.",HOSPICE,NEWBURY PARK,VENTURA,0,34.17885,-118.9380825,91320,ACTIVE
630019360,ALL FAMILY HOME HEALTH,HHA,BURBANK,LOS ANGELES,0,34.174448,-118.351087,91505,ACTIVE
630019361,"HOSEAH HOSPICE & PALLIATIVE CARE, INC.",HOSPICE,SIMI VALLEY,VENTURA,0,34.277922,-118.79379,93065,ACTIVE
630019362,ATHENA HOME HEALTH CARE,HHA,FRESNO,FRESNO,0,36.849006,-119.8012455,93711,ACTIVE
630019363,"PRESPECTIVE HOME HEALTH, INC.",HHA,PASADENA,LOS ANGELES,0,34.168896,-118.1120175,91104,ACTIVE
630019364,SAINT YOUSTINA,COMTYC,SANTA ANA,ORANGE,0,33.737904,-117.8674695,92701,ACTIVE
630019365,SISTERS HOSPICE CARE LLC,HOSPICE,TUSTIN,ORANGE,0,33.744888,-117.8052075,92780,ACTIVE
630019366,KINDRED HOSPICE INC,HOSPICE,PACOIMA,LOS ANGELES,0,34.265601,-118.401903,91331,ACTIVE
630019367,CREEKSIDE MANOR,ICFDDN,SACRAMENTO,SACRAMENTO,4,38.474073,-121.453488,95823,ACTIVE
630019368,"HARRY CHEN, M.D., INC., A PROFESSIONAL CORPORATION",RHC,FOWLER,FRESNO,0,36.631017,-119.6801145,93625,
630019370,OSO SURGERY CENTER,ASC,MISSION VIEJO,ORANGE,0,33.582915,-117.6604965,92691,
630019371,CLARIS HEALTH MEDICAL MOBILE UNIT,COMTYC,LOS ANGELES,LOS ANGELES,0,34.036236,-118.4441445,90064,ACTIVE
630019372,TOWER OUTPATIENT SURGERY CENTER OF PASADENA,ASC,PASADENA,LOS ANGELES,0,34.131969,-118.151091,91105,
630019373,SENIOR CARE LIVING SOLUTIONS LLC,HOSPICE,CORONA,RIVERSIDE,0,33.882237,-117.596835,92880,ACTIVE
630019374,SAC HEALTH SYSTEM SBCUSC SCHOOL-BASED CLINIC,COMTYC,SAN BERNARDINO,SAN BERNARDINO,0,34.101198,-117.3005685,92410,ACTIVE
630019375,BELIEVE HOME HEALTH CARE INC,HHA,BURBANK,LOS ANGELES,0,34.182432,-118.3064985,91502,ACTIVE
630019376,SEVEN GENERATIONS SCHOOL-BASED HEALTH CENTER AT SKYLINE HIGH SCHOOL (NAHC),COMTYC,OAKLAND,ALAMEDA,0,37.79874,-122.160699,94619,ACTIVE
630019377,ENCINAL HIGH SCHOOL-BASED HEALTH CENTER (NAHC),COMTYC,ALAMEDA,ALAMEDA,0,37.772154,-122.2896915,94501,ACTIVE
630019378,"CURE HOME HEALTH, INC.",HHA,VAN NUYS,LOS ANGELES,0,34.20081,-118.441008,91405,ACTIVE
630019379,THE DOCTOR'S CHOICE HOME HEALTH CARE INC.,HHA,BAKERSFIELD,KERN,0,35.37395758,-119.0419259,93301,ACTIVE
630019380,WELLSPACE HEALTH NORWOOD COMMUNITY HEALTH CENTER,COMTYC,SACRAMENTO,SACRAMENTO,0,38.639952,-121.456359,95838,ACTIVE
630019381,THE DOCTOR'S CHOICE HOSPICE HEALTH CARE INC.,HOSPICE,BAKERSFIELD,KERN,0,35.37424098,-119.042222,93301,ACTIVE
630019382,ARM 4 ARM FOUNDATION,COMTYC,LOS ANGELES,LOS ANGELES,0,34.003935,-118.2772665,90037,ACTIVE
630019383,ATTENTIVE HOME HEALTH INC.,HHA,TARZANA,LOS ANGELES,0,34.172316,-118.5612975,91356,ACTIVE
630019384,CLINICA BIENESTAR,COMTYC,LOS ANGELES,LOS ANGELES,0,34.030125,-118.1505915,90022,ACTIVE
630019385,"SAVING LIVES HEALTHCARE SERVICES, INC.",HHA,LA CANADA,LOS ANGELES,0,34.185816,-118.4503365,91011,ACTIVE
630019386,FIRST CHOICE HOSPICE HEALTH CARE INC,HOSPICE,GRANADA HILLS,LOS ANGELES,0,34.26498,-118.503657,91344,ACTIVE
630019387,LAUREL ELEMENTARY SCHOOL,COMTYC,OCEANSIDE,SAN DIEGO,0,33.208362,-117.374994,92058,ACTIVE
630019388,"TRAM HOSPICE CARE, INC",HOSPICE,NORTHRIDGE,LOS ANGELES,0,34.237757,-118.56293,91324,ACTIVE
630019389,TOPKARE HOSPICE INC.,HOSPICE,SAN DIEGO,SAN DIEGO,0,32.83434302,-117.164294,92111,ACTIVE
630019390,"APPROVED HOSPICE CARE, INC",HOSPICE,GLENDALE,LOS ANGELES,0,34.15995,-118.299186,91201,ACTIVE
630019391,"HARMONY LIFE HOSPICE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.15846801,-118.25117,91207,ACTIVE
630019392,"CONFIDENT HOME HEALTH CARE, INC.",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.172298,-118.360845,91601,ACTIVE
630019393,REGAL HOSPICE AND PALLIATIVE CARE INC,HOSPICE,BURBANK,LOS ANGELES,0,34.17736199,-118.343171,91505,ACTIVE
630019394,METCARE HOSPICE INC.,HOSPICE,NORTH HOLLYWOOD,LOS ANGELES,0,34.172334,-118.360188,91601,ACTIVE
630019395,"PRECIOUS HOSPICE CARE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.145343,-118.2497445,91205,ACTIVE
630019396,"ILLUMINATE HOME HEALTH CARE, INC.",HHA,NORTH HOLLYWOOD,LOS ANGELES,0,34.172298,-118.360845,91601,ACTIVE
630019397,"ZENTOR HOSPICE, INC.",HOSPICE,STUDIO CITY,LOS ANGELES,0,34.14682002,-118.422094,91604,ACTIVE
630019398,"SABA HOSPICE CARE, INC.",HOSPICE,RESEDA,LOS ANGELES,0,34.201278,-118.542033,91335,ACTIVE
630019399,"ALL DAY HOSPICE CARE, INC",HOSPICE,VAN NUYS,LOS ANGELES,0,34.193439,-118.448343,91405,ACTIVE
630019400,"GREAT HOSPICE CARE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.14566512,-118.2501658,91205,ACTIVE
630019401,BETTER DAYS HOSPICE,HOSPICE,ENCINO,LOS ANGELES,0,34.15626,-118.4855895,91436,ACTIVE
630019402,RX HOME HEALTH INC,HHA,VALENCIA,LOS ANGELES,0,34.418844,-118.542924,91355,ACTIVE
630019403,"ZEUS HOSPICE, INC",HOSPICE,GLENDALE,LOS ANGELES,0,34.15224998,-118.25606,91203,ACTIVE
630019404,"ALL FOR HEALTH, HEALTH FOR ALL, INC",COMTYC,GLENDALE,LOS ANGELES,0,34.145514,-118.244331,91205,ACTIVE
630019405,"COMMUNITY MEDICAL CENTERS, LODI VINE PEDIATRICS",COMTYC,LODI,SAN JOAQUIN,0,38.122911,-121.3051352,95242,ACTIVE
630019406,"COMMUNITY MEDICAL CENTERS, LODI VINE FAMILY CARE",COMTYC,LODI,SAN JOAQUIN,0,38.122911,-121.3051352,95242,ACTIVE
630019407,COLLEGE ESTATES DIALYSIS,ESRD/CDC,OXNARD,VENTURA,25,34.1726438,-119.1653681,93033,ACTIVE
630019408,ADK HOME HEALTH INC.,HHA,NORTHRIDGE,LOS ANGELES,0,34.220691,-118.5531795,91324,ACTIVE
630019409,AZ HOSPICE & PALLIATIVE CARE INC,HOSPICE,VAN NUYS,LOS ANGELES,0,34.185339,-118.4484825,91401,ACTIVE
630019411,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,COMTYC,HURON,FRESNO,0,36.2081079,-120.1025939,93234,ACTIVE
630019412,"SABA HOME HEALTH CARE, INC.",HHA,RESEDA,LOS ANGELES,0,34.200963,-118.5384285,91335,ACTIVE
630019413,LIFE HOME HEALTH SERVICES INC,HHA,ENCINO,LOS ANGELES,0,34.161174,-118.5107445,91316,ACTIVE
630019414,"DEVINE HOSPICE CARE, INC.",HOSPICE,CHATSWORTH,LOS ANGELES,0,34.257546,-118.5902865,91311,ACTIVE
630019415,WOODLAND HILLS DIALYSIS LLC,ESRD/CDC,WOODLAND HILLS,LOS ANGELES,14,34.178157,-118.597716,91367,ACTIVE
630019416,LA HOME HEALTH AGENCY,HHA,CANOGA PARK,LOS ANGELES,0,34.188831,-118.5936345,91303,ACTIVE
630019417,KAVIS HOME HEALTH INC,HHA,LOS ANGELES,LOS ANGELES,0,34.061229,-118.304964,90010,ACTIVE
630019419,SILVEROAK HOSPICE AND PALLIATIVE CARE INC.,HOSPICE,ONTARIO,SAN BERNARDINO,0,34.06856484,-117.6524764,91762,ACTIVE
630019420,PEACE & COMFORT HOSPICE AND PALLIATIVE CARE INC,HOSPICE,ENCINO,LOS ANGELES,0,34.185339,-118.4484825,91436,ACTIVE
630019421,"SHIELD HOSPICE & PALLIATIVE CARE, INC",HOSPICE,VAN NUYS,LOS ANGELES,0,34.185339,-118.4484825,91401,ACTIVE
630019422,A1KARE HOSPICE & PALLIATIVE CARE INC,HOSPICE,NORTHRIDGE,LOS ANGELES,0,34.220691,-118.5531795,91324,ACTIVE
630019423,HAPPY HOSPICE,HOSPICE,GARDEN GROVE,ORANGE,0,33.77745107,-117.9576066,92840,ACTIVE
630019425,MENSA HOSPICE CARE INC.,HOSPICE,GLENDALE,LOS ANGELES,0,34.143048,-118.236735,91205,ACTIVE
630019426,AMERICAN INDIAN HEALTH & SERVICES CARPINTERIA DENTAL,COMTYC,CARPINTERIA,SANTA BARBARA,0,34.39512776,-119.51375,93013,ACTIVE
630019427,LIFELONG MEDICAL CARE RICHMOND,COMTYC,RICHMOND,CONTRA COSTA,0,37.934883,-122.3434305,94804,ACTIVE
630019430,HORIZON VIEW HOSPICE INC,HOSPICE,PASADENA,LOS ANGELES,0,34.150005,-118.13193,91101,ACTIVE
630019431,LAKESHORE HOSPICE INC,HOSPICE,WOODLAND HILLS,LOS ANGELES,0,34.166556,-118.5843465,91364,ACTIVE
630019433,"SUPERIOR HOSPICE, INC.",HOSPICE,LOMPOC,SANTA BARBARA,0,34.640424,-120.454398,93436,ACTIVE
630019434,COMF1RST HOSPICE INC,HOSPICE,UPLAND,SAN BERNARDINO,0,34.098498,-117.668313,91786,ACTIVE
630019435,"SOCIAL HOME HEALTH CARE, INC.",HHA,CANOGA PARK,LOS ANGELES,0,34.203329,-118.596321,91303,ACTIVE
630019436,KCS HEALTH CENTER MOBILE,COMTYC,BUENA PARK,ORANGE,0,33.857685,-118.0073475,90621,ACTIVE
630019437,NEW VISION HOSPICE,HOSPICE,SANTA FE SPRINGS,LOS ANGELES,0,33.940629,-118.074186,90670,ACTIVE
630019438,"PMS HOME HEALTH CARE, INC",HHA,VAN NUYS,LOS ANGELES,0,34.185132,-118.4484825,91401,ACTIVE
630019439,ABSOLUTE HOSPICE INC,HOSPICE,SAN DIEGO,SAN DIEGO,0,32.810229,-117.119798,92123,ACTIVE
630019440,"RELYABLE HOME HEALTH, INC",HHA,BURBANK,LOS ANGELES,0,34.152455,-118.348058,91505,ACTIVE
630019442,TULIP HOSPICE INC,HOSPICE,NORTHRIDGE,LOS ANGELES,0,34.237757,-118.56293,91324,ACTIVE
630019443,"TALANO HOME HEALTH CARE, INC.",HHA,VAN NUYS,LOS ANGELES,0,34.185132,-118.4484825,91401,ACTIVE
630019444,"ASSIST ON CALL PALLIATIVE & HOSPICE CARE, INC.",HOSPICE,PLEASANT HILL,CONTRA COSTA,0,37.945458,-122.0526045,94523,ACTIVE
630019446,"ALWAYS YES HOME HEALTH CARE, INC.",HHA,LA CRESCENTA,LOS ANGELES,0,34.24043301,-118.265683,91214,ACTIVE
630019447,VITAL NURSING CARE,HHA,BURBANK,LOS ANGELES,0,34.20147047,-118.3432679,91504,ACTIVE
630019448,"ALL INCLUSIVE HOSPICE CARE, INC.",HOSPICE,VAN NUYS,LOS ANGELES,0,34.187787,-118.4484465,91401,ACTIVE
630019450,LSZ HOME HEALTH CARE INC,HHA,SAN BERNARDINO,SAN BERNARDINO,0,34.07877,-117.279891,92408,ACTIVE
630019451,"EDNA HOSPICE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.146576,-118.252953,91205,ACTIVE
630019452,ST. ANTHONY MEDICAL CENTERS - COMPTON,COMTYC,COMPTON,LOS ANGELES,0,33.896304,-118.210599,90221,ACTIVE
630019453,CAMARENA HEALTH COUNTRY CLUB URGENT CARE,COMTYC,MADERA,MADERA,0,36.97620549,-120.0741605,93638,ACTIVE
630019454,LOS ANGELES MEDICAL CENTER FOUNDATION,COMTYC,LOS ANGELES,LOS ANGELES,0,34.057287,-118.2751785,90057,ACTIVE
630019456,"HOSPICE OF SACRED HEART, LLC",HOSPICE,EL CAJON,SAN DIEGO,0,32.80447879,-116.9358379,92021,ACTIVE
630019459,"DELICATE CARE HOSPICE, INC.",HOSPICE,GLENDALE,LOS ANGELES,0,34.158816,-118.2621735,91203,ACTIVE
630019460,BENEVOLENCE HEALTH CENTER,COMTYC,LOS ANGELES,LOS ANGELES,0,34.059474,-118.2743505,90057,ACTIVE
630019461,"BRIGHTLANE HEALTHCARE, INC.",HHA,MONTCLAIR,SAN BERNARDINO,0,34.081731,-117.6951465,91763,ACTIVE
630019462,BENEVOLENCE HEALTH CENTER,COMTYC,SYLMAR,LOS ANGELES,0,34.299513,-118.438839,91342,ACTIVE
630019464,FAMILIES TOGETHER OF ORANGE COUNTY- GARDEN GROVE INTERMITTENT CLINIC,COMTYC,ANAHEIM,ORANGE,0,33.802911,-117.959769,92804,ACTIVE
630019465,"MACT DENTAL, ANGELS CAMP",COMTYC,ANGELS CAMP,CALAVERAS,0,38.081421,-120.5586,95222,ACTIVE
630019467,DINUBA COMMUNITY HEALTH CENTER,COMTYC,DINUBA,TULARE,0,36.553095,-119.395728,93618,
630019468,"JL HOME HEALTH CARE, INC.",HHA,GLENDALE,LOS ANGELES,0,34.146594,-118.2453435,91205,ACTIVE
630019469,"HEALTHRIGHT 360, INTEGRATED CARE CENTER",COMTYC,SAN FRANCISCO,SAN FRANCISCO,0,37.77309,-122.418198,94103,ACTIVE
630019470,HEALTHRIGHT 360 MOBILE CLINIC,COMTYC,SAN FRANCISCO,SAN FRANCISCO,0,37.77309,-122.418198,94103,ACTIVE
630019471,SALUD AT VALLE VERDE,COMTYC,FREEDOM,SANTA CRUZ,0,36.937728,-121.7704455,95019,ACTIVE
630019472,THERAPYMED HOME HEALTH SERVICES,HHA,ROSEVILLE,PLACER,0,38.746404,-121.265091,95661,ACTIVE
630019473,SALUD AT 208 GREEN VALLEY,COMTYC,FREEDOM,SANTA CRUZ,0,36.937638,-121.7706885,95019,ACTIVE
630019474,SALUD AT 65 NIELSON,COMTYC,WATSONVILLE,SANTA CRUZ,0,36.92819749,-121.793268,95076,ACTIVE
